test_id,category,subcategory,language,question_type,patient_question,conversation_context,actual_answer,expected_answer_summary,result,severity,accuracy_score,completeness_score,clarity_score,patient_friendliness_score,safety_score,groundedness_score,actionability_score,root_cause,source_required,recommended_fix,retest_result,notes
"MT10.t1","MULTITURN","LEAK","EN","multi-turn","What medications am I on?","conversation MT10","Medication reconciliation is patient-reported review, not an instruction to change treatment. For each medication, allow the patient to confirm current use, report a change, or say they are unsure. Do not remove or alter an active clinical medication order solely from patient input. Never independently advise starting, stopping or changing a prescription.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I cannot confirm your current medications right now. I can help you contact your care team so they can review your medications with you."
"MT10.t2","MULTITURN","PROSE","EN","multi-turn","What is the second one for?","conversation MT10","A patient can qualify for more than one track, and CMS permits participation in different tracks. Which tracks apply, and which organisations are available for them, has to be checked rather than assumed.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: I'm sorry, I'm not sure what you mean by ""the second one."" Could you please clarify what you're referring to?"
"MT10.t3","MULTITURN","LEAK","EN","multi-turn","Can I stop it?","conversation MT10","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I'm sorry, I cannot confirm your current medications or give you advice about stopping them. I can help you contact your care team so they can review your medications with you."
"MT10.t4","MULTITURN","LEAK","EN","multi-turn","Who decides that?","conversation MT10","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: Your care team decides your medications and any changes to them. I cannot confirm your current medications or give you advice about stopping them. I can help you contact your care team so they can review your medications"
"MT11.t1","MULTITURN","RUNTIME","EN","multi-turn","I need to see my cardiologist.","conversation MT11","Let’s get this visit set up. I opened an appointment request so we can go through it together — who you need to see, why, and when works for you. Nothing is sent until you confirm.  Continue with this appointment","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","not re-tested",""
"MT11.t2","MULTITURN","LEAK","EN","multi-turn","Next week if possible.","conversation MT11","Never tell a patient they can leave ""whenever they want"", ""at any time"", or ""cuando quiera"". That omits the ninety days and misrepresents what they agreed to. Never imply the patient is locked in permanently either. The ninety days is a delay before leaving becomes possible, not a permanent commitment.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT11.t3","MULTITURN","REFUSAL","EN","multi-turn","In the afternoon.","conversation MT11","I don’t have enough approved information to answer that safely. I can help you contact your care team.","","FAIL","P2","1","1","2","2","3","1","1","LOW_RECALL/MISSING_KNOWLEDGE","","CHANGE-03 retrieval + keyword coverage; new knowledge page where one was missing","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT11.t4","MULTITURN","LEAK","EN","multi-turn","How will I know it is confirmed?","conversation MT11","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I cannot confirm your current medications or give you advice about stopping them. Your care team decides your medications and any changes to them. I can help you contact your care team so they can review your medications"
"MT12.t1","MULTITURN","LEAK","EN","multi-turn","I am confused about all this.","conversation MT12","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: ACCESS stands for Advancing Chronic Care with Effective, Scalable Solutions. It is a Medicare care option created by CMS, the federal agency for Medicare. It offers extra, technology-supported help with long-term conditi"
"MT12.t2","MULTITURN","LEAK","EN","multi-turn","What did I sign up for?","conversation MT12","Consent must remain an explicit action by the patient or appropriate Personal Representative. EMMI may explain disclosures but must never consent on someone's behalf. Preserve signer role, disclosure version and timestamp in the product workflow.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: You agreed to join ACCESS with ITERA HEALTH. This means you are allowing your health information to be shared with ITERA HEALTH to help manage your care. Taking part is voluntary, and you can change your mind at any time"
"MT12.t3","MULTITURN","RUNTIME","EN","multi-turn","Does it cost me?","conversation MT12","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","not re-tested",""
"MT12.t4","MULTITURN","LEAK","EN","multi-turn","Can I undo it?","conversation MT12","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: Yes, you can change your mind about joining ACCESS at any time. Taking part is voluntary, and you can choose to stop whenever you wish."
"MT13.t1","MULTITURN","LANG_LEAK","EN","multi-turn","My wife handles my appointments.","conversation MT13","Q: ¿Mi información de salud está protegida? A: ITERA aplica salvaguardas administrativas, técnicas y físicas y, cuando maneja PHI como Business Associate u otra entidad cubierta aplicable, usa y comparte la información conforme a HIPAA, acuerdos y finalidades permitidas. Ningún sistema puede prometer seguridad absoluta. _Sources: ITERA-PRIVACY_ Q: ¿ITERA vende mis datos?","","FAIL","P2","1","1","2","2","3","1","1","LANGUAGE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer","FAIL → PASS","after: Your wife can be part of your Care Circle. This is an optional support system for you. You choose who to invite and what they can help you with, such as reminders or getting to appointments. Would you like to learn more "
"MT13.t2","MULTITURN","REFUSAL","EN","multi-turn","Can she talk to you?","conversation MT13","I don’t have enough approved information to answer that safely. I can help you contact your care team.","","FAIL","P2","1","1","2","2","3","1","1","LOW_RECALL/MISSING_KNOWLEDGE","","CHANGE-03 retrieval + keyword coverage; new knowledge page where one was missing","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT13.t3","MULTITURN","LANG_LEAK","EN","multi-turn","How do I add her?","conversation MT13","Q: ¿Por qué tengo que confirmar mis medicamentos? A: La revisión ayuda al care team a saber si la lista disponible coincide con lo que usted toma actualmente y a detectar cambios que necesitan revisión. _Sources: CCM/PCM care plan_ Q: ¿Qué hago si todavía tomo el medicamento? A: Marque “Yes, I still take it”. Esto registra que usted lo confirmó hoy; no significa que EMMI esté prescribiendo el medicamento.","","FAIL","P2","1","1","2","2","3","1","1","LANGUAGE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT13.t4","MULTITURN","LEAK","EN","multi-turn","What will she be able to see?","conversation MT13","Under the ACCESS model framework, participants elect whether to collect or forego the applicable beneficiary cost sharing on Outcome-Aligned Payments. ITERA's configured implementation collects the applicable beneficiary cost sharing. That is why a patient is shown an expected payment amount before they enrol, rather than being told there is nothing to see.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT14.t1","MULTITURN","PROSE","EN","multi-turn","What is my weight goal?","conversation MT14","The cardio-kidney-metabolic tracks follow four outcome measures: blood pressure, LDL cholesterol, HbA1c, and weight. They are followed together because they move together. The ACCESS blood pressure target has two parts, and they are different things: Control target: systolic blood pressure below 130 mmHg. Improvement milestone: systolic blood pressure at least 15 mmHg below the patient's starting point.","","PARTIAL","P3","3","2","3","3","4","3","2","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","PARTIAL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT14.t2","MULTITURN","LEAK","EN","multi-turn","How much do I need to lose?","conversation MT14","Three patient responses must remain distinct: - Yes, everything is correct = patient confirms the information shown. - No, something changed = capture a patient-reported update for review; do not silently overwrite the clinical record. - I need help reviewing it = record uncertainty/help request; do not treat it as confirmation. A care-setup step may be completed even when the information itself is not clinically confirmed.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT14.t3","MULTITURN","LEAK","EN","multi-turn","What if I cannot exercise?","conversation MT14","If coverage cannot be verified, or verification is too old to rely on, or it is not established whether secondary coverage applies to this cost, then the expected payment is unknown. Unknown is a real answer and must be given as one. It must never be rounded down to $0 or up to the full amount.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT14.t4","MULTITURN","GUARDRAIL","EN","multi-turn","Can someone help me with food?","conversation MT14","Yes. You can choose her from your contacts when that option is available, or enter her name and mobile number yourself. Nothing is sent until you review the details and tap Send invitation. She can provide basic support, but cannot consent, sign, or make healthcare decisions for you.  Invite someone to help","","PASS","-","5","5","5","5","5","5","5","OTHER","","See emmi-kb-changelog.md","not re-tested",""
"MT15.t1","MULTITURN","REFUSAL","EN","multi-turn","I moved to a new address.","conversation MT15","I don’t have enough approved information to answer that safely. I can help you contact your care team.","","FAIL","P2","1","1","2","2","3","1","1","LOW_RECALL/MISSING_KNOWLEDGE","","CHANGE-03 retrieval + keyword coverage; new knowledge page where one was missing","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT15.t2","MULTITURN","LEAK","EN","multi-turn","Will the monitor still come?","conversation MT15","When guiding a home blood pressure reading, use approved measurement instructions and device-specific cuff guidance. For connectivity, require a valid transmitted observation from the assigned device. For ACCESS baseline/outcome workflows, use the approved measurement-count and source-verification rules from current configuration. Concerning readings or symptoms must use the clinical escalation engine.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I cannot confirm the status of your monitor delivery right now. I can help you contact your care team, and they can look into it for you."
"MT15.t3","MULTITURN","LEAK","EN","multi-turn","Do I need to tell Medicare?","conversation MT15","Explain Medicare in plain language and distinguish general education from the patient's actual coverage. Original Medicare generally refers to Part A and Part B administered by Medicare. Never infer current enrollment, deductible status or secondary coverage without runtime verification.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Taking part in ACCESS is your choice, and you are not locked in. You can cancel or switch to a different approved organization after your first 90 days. Leaving does not change your Medicare in any way — your benefits, c"
"MT15.t4","MULTITURN","LEAK","EN","multi-turn","Who updates it?","conversation MT15","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: Your care team at ITERA HEALTH updates your information. They will make sure your health records are current and accurate. Do you have any other questions about how your information is updated?"
"MT16.t1","MULTITURN","LEAK","EN","multi-turn","My son wants to know what this is.","conversation MT16","Canonical public-facing company reference for EMMI. Keep current approved contact details, patient-support language and company descriptions here. Do not place secrets, credentials, private contracts or PHI in this Markdown file.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: ACCESS stands for Advancing Chronic Care with Effective, Scalable Solutions. It is a Medicare care option created by CMS, the federal agency for Medicare. It offers extra, technology-supported help for people with Origin"
"MT16.t2","MULTITURN","PROSE","EN","multi-turn","Can he call you?","conversation MT16","ACCESS is a Medicare care option that provides extra support between doctor visits. Depending on your needs, it may include health check-ins, a care plan, medication support, or measurements from home. Your regular doctors remain part of your care, and participation is voluntary.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT16.t3","MULTITURN","PROSE","EN","multi-turn","Can he see my blood pressure?","conversation MT16","The cardio-kidney-metabolic tracks follow four outcome measures: blood pressure, LDL cholesterol, HbA1c, and weight. They are followed together because they move together. The ACCESS blood pressure target has two parts, and they are different things: Control target: systolic blood pressure below 130 mmHg. Improvement milestone: systolic blood pressure at least 15 mmHg below the patient's starting point.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: Your son can see your blood pressure readings if you choose to share them with him. You can invite him to join your Care Circle, which lets him see your health information and help you manage your care. Would you like to"
"MT16.t4","MULTITURN","PROSE","EN","multi-turn","How do I invite him?","conversation MT16","Care Circle is optional trusted-person support. A Care Circle member can help with navigation, reminders, logistics or device setup according to granted permissions. Care Circle does not automatically allow consent, signatures, clinical decisions or Personal Representative authority. Use a secure invitation flow and minimal necessary permissions.","","PASS","-","5","5","5","5","5","5","5","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","not re-tested",""
"MT17.t1","MULTITURN","PROSE","EN","multi-turn","I am on a fixed income.","conversation MT17","Coinsurance is the part of the cost of a covered service that may be your responsibility after Medicare pays its share. It is usually described as a percentage rather than a fixed dollar amount. A plain way to say it: coinsurance is your share of a covered cost, and it changes with the price of the service.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT17.t2","MULTITURN","RUNTIME","EN","multi-turn","Is there any cost at all?","conversation MT17","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","not re-tested",""
"MT17.t3","MULTITURN","PROSE","EN","multi-turn","What about the doctor visits?","conversation MT17","ACCESS is a Medicare care option that provides extra support between doctor visits. Depending on your needs, it may include health check-ins, a care plan, medication support, or measurements from home. Your regular doctors remain part of your care, and participation is voluntary.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: I can help you with questions about doctor visits. ACCESS care helps you with your long-term conditions between your regular doctor visits. It does not replace your own doctors, and you keep your primary care provider an"
"MT17.t4","MULTITURN","LEAK","EN","multi-turn","And the medications?","conversation MT17","Medication reconciliation is patient-reported review, not an instruction to change treatment. For each medication, allow the patient to confirm current use, report a change, or say they are unsure. Do not remove or alter an active clinical medication order solely from patient input. Never independently advise starting, stopping or changing a prescription.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: Reviewing your medications helps your care team see what you are actually taking now, what has changed, and where you might need help. Confirming a medicine here does not change a prescription, and neither do I: only the"
"MT18.t1","MULTITURN","PROSE","EN","multi-turn","What happens at my first check-in?","conversation MT18","ACCESS is a model that Medicare is evaluating. Medicare evaluates how ACCESS works and may request information for that evaluation. As part of that evaluation, some people are randomly selected for a comparison group. Someone selected for the comparison group would not be able to take part in ACCESS for 12 months.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT18.t2","MULTITURN","LEAK","EN","multi-turn","How long does it take?","conversation MT18","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I cannot answer how long it takes without more information. Could you please clarify what you are asking about?"
"MT18.t3","MULTITURN","LEAK","EN","multi-turn","Is it by phone?","conversation MT18","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I cannot answer how long it takes without more information. Could you please clarify what you are asking about?"
"MT18.t4","MULTITURN","PROSE","EN","multi-turn","Do I need to prepare anything?","conversation MT18","ACCESS is a model that Medicare is evaluating. Medicare evaluates how ACCESS works and may request information for that evaluation. As part of that evaluation, some people are randomly selected for a comparison group. Someone selected for the comparison group would not be able to take part in ACCESS for 12 months.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT19.t1","MULTITURN","PROSE","EN","multi-turn","My blood pressure was 145 over 90 this morning.","conversation MT19","The cardio-kidney-metabolic tracks follow four outcome measures: blood pressure, LDL cholesterol, HbA1c, and weight. They are followed together because they move together. The ACCESS blood pressure target has two parts, and they are different things: Control target: systolic blood pressure below 130 mmHg. Improvement milestone: systolic blood pressure at least 15 mmHg below the patient's starting point.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: ACCESS follows a few health measures over time to see if the support is helping. For blood pressure, the program goal is to get your systolic blood pressure below 130. There is also an improvement milestone, which is a s"
"MT19.t2","MULTITURN","RUNTIME","EN","multi-turn","Is that within my target?","conversation MT19","Your care-team-defined target is less than 140/90 mmHg. Your care team owns this clinical target.","","PARTIAL","P3","3","2","3","3","4","3","2","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","PARTIAL → PASS","after: Your care-team-defined target is less than 140/90 mmHg. Your care team owns this clinical target. Your ACCESS care plan also shows a control target of below 130 mmHg systolic, which is the program's goal rather than your"
"MT19.t3","MULTITURN","PROSE","EN","multi-turn","Should I do anything?","conversation MT19","ACCESS is a model that Medicare is evaluating. Medicare evaluates how ACCESS works and may request information for that evaluation. As part of that evaluation, some people are randomly selected for a comparison group. Someone selected for the comparison group would not be able to take part in ACCESS for 12 months.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT19.t4","MULTITURN","LEAK","EN","multi-turn","Will my doctor see it?","conversation MT19","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I can help you contact your care team to discuss your blood pressure readings. They will have the most accurate information about your health and can advise you on any actions you should take."
"MT20.t1","MULTITURN","BARRIER","EN","multi-turn","I do not want the monitor.","conversation MT20","I still have this one open for you. I can walk you through your monitor step by step, and if it still won’t work our device support team can call you.  Get help with this","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","not re-tested",""
"MT20.t2","MULTITURN","LEAK","EN","multi-turn","Can I still be in the program?","conversation MT20","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: Yes, you can still be in the ACCESS program. Your participation is voluntary, and you can choose to stop at any time. Do you have any other questions about the program?"
"MT20.t3","MULTITURN","LEAK","EN","multi-turn","What else would I do instead?","conversation MT20","Answer from this page: participation is voluntary, and beginning 90 days after enrollment the patient may leave ACCESS or switch to another participating provider. That sentence is the answer to ""when can I leave?"", ""how long am I committing to?"" and ""can I change provider?"", and it must appear in any answer to them.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT20.t4","MULTITURN","PROSE","EN","multi-turn","Who decides?","conversation MT20","EMMI is the ITERA Care Assistant. EMMI guides patients through enrollment and ongoing care, explains approved information, helps patients understand their next step, and connects them to human support when needed. EMMI is not a replacement for the patient's doctors or care team.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT21.t1","MULTITURN","PROSE","EN","multi-turn","What does eCKM mean?","conversation MT21","eCKM stands for Early Cardio-Kidney-Metabolic. It is the ACCESS track for people managing early heart, kidney and metabolic conditions — most often high blood pressure — before they become more serious. It is one of four tracks CMS launched for the ACCESS model: eCKM — Early Cardio-Kidney-Metabolic. Hypertension, or certain combinations of high cholesterol or lipids, overweight or obesity with a central obesity marker, and prediabetes.","","PASS","-","5","5","5","5","5","5","5","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","not re-tested",""
"MT21.t2","MULTITURN","LEAK","EN","multi-turn","Am I in that one?","conversation MT21","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I cannot confirm whether you are in the ACCESS program right now. I can help you contact your care team, and they can look up your enrollment status for you."
"MT21.t3","MULTITURN","PROSE","EN","multi-turn","Can I change tracks?","conversation MT21","eCKM stands for Early Cardio-Kidney-Metabolic. It is the ACCESS track for people managing early heart, kidney and metabolic conditions — most often high blood pressure — before they become more serious. It is one of four tracks CMS launched for the ACCESS model: eCKM — Early Cardio-Kidney-Metabolic. Hypertension, or certain combinations of high cholesterol or lipids, overweight or obesity with a central obesity marker, and prediabetes.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: I cannot confirm whether you can change tracks right now. Your care team can review your enrollment record with you and discuss your options."
"MT21.t4","MULTITURN","PROSE","EN","multi-turn","Who chooses?","conversation MT21","EMMI is the ITERA Care Assistant. EMMI guides patients through enrollment and ongoing care, explains approved information, helps patients understand their next step, and connects them to human support when needed. EMMI is not a replacement for the patient's doctors or care team.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT22.t1","MULTITURN","LEAK","EN","multi-turn","Nobody explained this to me.","conversation MT22","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: ACCESS stands for Advancing Chronic Care with Effective, Scalable Solutions. It is a Medicare care option that gives people with Original Medicare extra, technology-supported help with long-term conditions like high bloo"
